42.71	80.24	15.9	17.35	22.25	24.68	0.49	9.53	30.68	0.1	3.09	0.12	87
54.73	94.12	3.49	12.79	9.73	22.79	0.58	8.21	30.21	0.08	2.23	0.15	89
50.91	99.84	4.55	16.33	12.39	23.18	0.64	10.34	26.24	0.1	2.51	0.1	97
38.5	106.7	4.5	16.82	12.69	19.54	0.58	11.02	26.62	0.1	2.68	0.11	100
38.1	97	7.1	22.21	17.68	19.27	0.79	13.89	22.73	0.06	2.12	0.11	100
33.08	83.16	5.37	18.83	14.38	14.52	0.72	8.98	23.63	0.05	2.04	0.1	92
29.7	77.45	4.45	17.33	13.01	12.72	0.65	9.71	29.26	0.05	1.85	0.1	80
38.67	82.67	4.45	22.81	15.74	12.41	0.66	12.63	22.9	0.06	2.18	0.11	88
30.04	83.07	11.58	24.74	22.65	12.52	0.78	8.98	17.81	0.05	1.91	0.21	83
39.72	103.81	19.66	26.29	30.06	14.03	0.81	9.68	17.53	0.11	2.46	0.17	100
38.21	78.95	5.71	19.03	14.85	14.15	0.75	8.03	22.81	0.05	2.19	0.1	81
41.67	80.09	2.74	13.08	9.19	13.51	0.78	8.35	30.38	0.11	2.08	0.1	88
32.44	75.3	6.01	19.07	15.02	12.65	0.68	7.75	21.52	0.09	2.72	0.15	78
26.43	80.85	10.73	20.82	19.8	11.64	0.72	9.43	16.52	0.08	2.24	0.13	78
25.08	60.67	7.17	15.22	13.94	14.1	0.56	8.63	13.8	0.05	2.19	0.12	69
26.09	63.05	4.9	10.42	9.51	10.74	0.58	11.33	21.38	0.02	1.26	0.1	60
49.58	82.95	4.98	19.05	14.27	13.47	0.7	12.47	20.32	0.09	2.18	0.22	61
50.32	102.77	1.73	33.85	19.41	12.56	0.1	13.65	68.15	0.2	4.29	0.1	132
58.47	115.27	4.93	41.64	26.15	15.2	0.16	18.37	73.75	0.23	5.51	0.16	147
64.42	99.74	7.2	34.78	24.36	17.63	0.15	5.81	50.16	0.24	6.11	0.14	145
69.4	98.94	5.81	29.97	20.67	19.34	0.14	5.8	55	0.23	5.09	0.14	115
71.07	109.65	4.19	25	16.7	16	0.1	8.33	79.04	0.18	3.45	0.07	140
56.68	109.33	4.6	33.26	21.44	16.86	0.1	8.26	66.91	0.25	3.28	0.14	120
61.03	131.62	5.51	39.5	25.49	17.82	0.08	11.45	61.91	0.33	4.16	0.19	120
59.03	108.83	3.45	23.36	15.23	18.03	0.09	26.05	87.55	0.23	3.2	0.09	120
61.88	109.82	3.87	23.14	15.45	19.57	0.09	12.81	81.38	0.2	3.84	0.04	132
71.57	137.48	5.01	39.99	25.36	25.61	0.09	16.82	80.3	0.24	6.55	0.11	136
67.06	100.34	3.22	20.25	13.29	18.78	0.06	4.7	54.92	0.15	6.52	0.07	138
68.34	104.45	3.71	26.26	16.99	20.29	0.06	6.43	45.63	0.15	6.54	0.07	125
66.28	117.3	7.36	45.13	29.99	21.68	0.05	7.21	45.97	0.19	6.81	0.1	132
64.98	116.14	6.98	45.4	29.83	21.32	0.06	8.83	50.28	0.18	6.79	0.14	111
75.46	132.84	9.56	56.53	37.84	21.88	0.13	30.48	51.98	0.2	6.58	0.14	137
77.96	155.73	8.4	59.92	38.7	23.45	0.06	31.01	40.77	0.18	7.39	0.13	139
74.2	135.97	4.3	35.82	22.55	20.24	0.07	12.16	53	0.15	4.24	0.05	142
68.53	147.48	8.28	61.52	39.46	19.74	0.04	23.68	37.99	0.18	5.11	0.11	134
62.08	152.59	10.08	62.18	41.29	19.42	0.05	8.97	34.93	0.16	4.65	0.13	136
50.64	130.36	6.48	45.52	29.49	19.89	0.07	10.61	40.57	0.18	3.9	0.11	130
81.4	124.5	1.44	20.5	12.08	10.72	0.12	15.24	127.09	0.2	6.5	0.06	184
78.32	129.06	1.26	26	14.85	10.28	0.14	26.96	117.44	0.22	7.95	0.08	197
88.76	135.32	6.6	30.85	21.77	12.91	0.11	33.59	111.81	0.29	7.63	0.12	198
64.18	104.09	2.56	28.07	17.01	11.42	0.09	19	138.18	0.17	5.02	0.07	188
72.47	114.84	5.23	23.2	16.59	12.25	0.16	10.55	109.74	0.21	4.71	0.08	173
69.8	114.86	4.69	20.17	14.54	10.95	0.12	14.07	118.09	0.16	3.52	0.06	165
73.96	113.56	4.58	19.29	13.97	10.95	0.1	13.9	123.8	0.17	2.85	0.04	191
89.9	140.2	7.71	26.19	19.87	13.12	0.1	19.37	128.73	0.25	2.79	0.07	191
84.64	125	4.02	26.98	17.58	14.41	0.18	9.84	112.41	0.31	3.53	0.09	168
88.36	121.77	3.7	20.23	13.75	13.72	0.12	14.02	117.93	0.24	2.92	0.03	198
74.28	141.22	6.1	44.97	28.88	15.73	0.09	21.9	60.62	0.26	4.79	0.16	196
89.35	131.48	7.97	42.1	28.88	21.24	0.24	7.42	44.67	0.28	7.01	0.19	179
79.76	129.81	8.77	40.92	28.84	15.56	0.17	8.51	73.17	0.24	4.41	0.13	156
79.98	147.74	7.02	49.55	32.07	17.28	0.14	13.58	79.71	0.33	3.95	0.19	170
76.27	152.59	7.51	56	35.9	19.53	0.15	29.88	56.97	0.29	4.44	0.19	165
86.5	147.95	5.24	42	26.6	20.78	0.15	11.85	73.09	0.31	3.9	0.17	159
74.58	138.6	6.14	46.65	29.81	18.2	0.17	9.47	67.11	0.32	3.76	0.18	177
92.44	174.75	5.84	53.79	33.36	19.45	0.11	16.93	71.09	0.3	7.23	0.23	182
86.96	129.99	3.65	28.32	18.03	21.23	0.05	4.83	62.6	0.23	6.93	0.07	186
76.29	115.53	2.96	21.35	13.75	20.38	0.05	8.75	69.99	0.18	7.71	0.07	172
87.14	130.52	0.97	21.31	12.12	14.36	0.15	11.41	114.8	0.23	3.82	0.04	227
96.83	139.36	1.6	25.65	14.99	15.12	0.11	16.54	117.21	0.29	4.45	0.07	201
117.46	181.64	4.26	41.1	25.32	17.34	0.13	28.79	94.63	0.36	6.21	0.17	252
108.06	167.62	7.29	47.05	30.94	18.52	0.08	16.05	70.74	0.31	4.32	0.24	225
100.75	172.04	7.63	53.94	33.45	18.49	0.11	14.05	59.2	0.26	3.77	0.19	251
106.25	171.56	2.74	43.09	21.78	19.66	0.13	15.45	66.9	0.28	3.13	0.18	228
83.79	141.83	6.77	47.47	30.74	17.37	0.3	13.35	77.54	0.29	3.7	0.15	223
100.62	167.75	3.75	47.68	28.41	23.68	0.22	10.85	62.78	0.34	4.81	0.29	232
110.73	171.47	1.69	31.06	17.89	21.66	0.1	12.23	76.07	0.33	3.96	0.16	242
107.7	170.21	4.97	43.54	27.2	22.52	0.17	18.07	64.6	0.33	4.01	0.16	274
104.81	192.2	9.59	63.48	41.57	21.06	0.23	17.01	63.87	0.38	4.1	0.36	259
89.95	175.16	10.95	64.53	43.23	18.87	0.27	15.52	62.49	0.36	4.12	0.23	225
92.9	162.69	6.38	56.39	35.19	21.02	0.08	23.11	68.79	0.29	7.88	0.2	222
85.15	151.97	11.05	61.55	41.72	18.71	0.07	11.86	90.8	0.26	7.14	0.16	230
81.47	145.68	6.45	46.9	30.18	20.18	0.07	9.63	96.49	0.25	7.26	0.15	224
81.58	132.66	3.97	34.93	21.81	21.59	0.09	12.81	118.91	0.29	6.16	0.15	217
79.56	146.64	4.44	37.58	23.6	17.71	0.05	17.77	137.61	0.05	1.1	0.02	230
87.43	155.95	3.9	37.31	23.02	22.35	0.1	13.4	121.72	0.1	1.93	0.01	229
87.33	153.97	3.95	42.52	25.82	23.66	0.08	35.39	106.17	0.22	6.61	0.07	229
110.39	182.54	4.54	52.24	31.49	24.74	0.04	36.01	82.2	0.28	8.48	0.12	235
122.88	208.86	5.56	54.87	33.71	17.96	0.27	22.97	68.6	0.36	6.28	0.21	310
139.38	230.27	35.59	140.17	103.49	8.7	1.24	42.26	20.87	0.13	0.58	0.13	304
126.47	187.83	9.48	106.1	64.14	9.27	1.43	15.29	26.24	0.12	0.25	0.1	312
127.94	196.3	6.73	92.41	54.63	11.1	1.33	15.9	28.51	0.11	0.31	0.1	304
126.66	184.73	9.63	94.51	58.1	13.66	1.45	11.75	26.07	0.12	0.22	0.1	306
121.47	215.5	17.24	103.31	68.98	13.63	1.5	16.53	24.55	0.12	0.31	0.1	302
121.81	193.4	11.17	100.16	62.36	8.62	0.96	10.56	24.73	0.1	0.15	0.1	302
120.33	182.65	5.68	60.37	36.74	17.46	1.02	26.39	21.83	0.08	0.14	0.11	301
248.12	445.44	29.93	40.11	70.05	60.89	1.08	9.66	12.32	3.47	7.62	28.33	463
148.47	318.1	12.04	32.77	44.81	48.33	1.17	4.9	12.08	3.47	7.42	27.97	320
194.47	357.95	13.87	35.42	49.29	50.88	1.25	5.15	10.86	3.45	7.74	28.02	338
214.73	276.08	18.8	41.72	60.52	54.25	1.17	6.44	12.38	2.9	6.88	26.67	395
133.53	309.8	18.63	41.42	60.05	62.82	1.19	4.74	20.3	3	11.05	27.68	318
150.33	299.12	9.42	39.46	48.88	62.45	1.13	5.8	12.62	3.24	11.41	25.08	308
165.75	302.65	15.8	39.01	54.81	66.54	1.42	5.62	13.11	2.98	12.45	25.99	338
221.93	295.75	14.34	39.44	53.78	67.53	1.3	5.2	14.02	2.91	12.53	26.57	356
147.44	289.42	15.54	39.07	54.62	67.76	1.37	4.87	10.89	2.91	12.41	25.97	341
145.27	261.79	17.83	39.11	56.94	66.67	1.11	3.59	15.1	2.83	11.85	25.7	304
129.13	259.59	14.12	32.27	46.39	62.85	1.15	4.98	14.08	2.85	11.89	26.93	314
146.53	252.25	8.45	29.28	37.73	62.9	1.31	3.88	15.18	3.71	12.22	26.31	317
